url,full_title_tesim,spotlight_upload_attribution_tesim,spotlight_upload_date_tesim
http://library.ucsd.edu/dc/object/bb4881804w/_2.jpg,En memoria de Schafik Jorge Hándal Hándal,"Frente Farabundo Martí para la Liberación Nacional; Hándal, Schafik Jorge; Romero, Oscar A. (Oscar Arnulfo), 1917-1980",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb7782856b/_2.jpg,Ricardo Perdomo Alcalde,"Movimiento Renovador (El Salvador); Perdomo, Ricardo",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb7885246r/_2.jpg,La Via Democratica Para Liberar Nicaragua,Unidad Nicaragüense Opositora,between 1984 and 2009
http://library.ucsd.edu/dc/object/bb98647829/_2.jpg,Boleta Electoral Para Representantes A La Asamblea Nacional Zona Especial II,Consejo Supremo Electoral (Nicaragua),between 1984 and 2009
http://library.ucsd.edu/dc/object/bb9182183n/_2.jpg,"Alianza Nueva Nación; Vota asi, Comdandante Pablo Monsanto, Presidente","Alianza Nueva Nación (Guatemala); Monsanto, Pablo",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb0001216p/_2.jpg,Lo dice la gente! Endara Presidente,"Endara Galimany, Guillermo; Partido Unión Patriótica (Panama); Partido Unión Patriótica (Panama)",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb94210910/_2.jpg,Vota con mano dura; Otto Pérez Molina Presidente,"Partido Patriota (Guatemala); Pérez Molina, Otto",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb1844233x/_2.jpg,XXVI Aniversario|Centro Monseñor Romero; Me glorió de estar en medio de mi pueblo,"Romero, Oscar A. (Oscar Arnulfo), 1917-1980; Universidad Centroamericana José Simeón Cañas. Centro Monseñor Romero",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb7509812h/_2.jpg,Un Cambio Seguro,"Frente Farabundo Martí para la Liberación Nacional; Funes, Carlos Mauricio",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb40626858/_2.jpg,Diputados por la capital 2008-2012,"Alonzo, Alfonso; Orozco, Angélica; Ortega, Jorge Luis; Union Democrática",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb49841935/_2.jpg,Boleta Electoral Para Representantes Ante La Asamblea Nacional Región 8,Consejo Supremo Electoral (Nicaragua),between 1984 and 2009
http://library.ucsd.edu/dc/object/bb5359622p/_2.jpg,Boleta Electoral Para Representantes A La Asamblea Nacional Región IV,Consejo Supremo Electoral (Nicaragua),between 1984 and 2009
http://library.ucsd.edu/dc/object/bb95917448/_2.jpg,"Tus Diputados, Cambiemos el Rubmo del País","Centro Democrático Unido (El Salvador); Dada Hirezi, Héctor; Zamora, Rubén",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb3960293w/_2.jpg,Marvin Ponce Alcalde,"Partido Unificación Democrática (Honduras); Ponce, Marvin",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb0683813r/_2.jpg,Boleta Electoral Para Representantes A La Asamblea Nacional Zona Especial I,Consejo Supremo Electoral (Nicaragua),between 1984 and 2009
http://library.ucsd.edu/dc/object/bb4711153n/_2.jpg,"Rolando Presidente, Costa Rica merece estar mejor","Araya Monge, Rolando, 1947-; Partido Liberación Nacional",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb6315262z/_2.jpg,Nedis Licona Diputado,"Licona, Nedis; Partido Unificación Democrática (Honduras)",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb76122025/_2.jpg,"Asegurarse; con Javier Solís, Manuel Mora Salas, y Luis Fernando Astorga; Diputados por San José","Astorga, Luís Fernando; Mora Salas, Manuel; Pueblo Unido (Political party: Costa Rica); Solís, Javier",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb99330421/_2.jpg,Tu esperanza es nuestro compromiso,"Colom, Álvaro, 1951-; Espada, Rafael; Unidad Nacional de la Esperanza (Guatemala)",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb4642892d/_2.jpg,"Es un hecho: vamos todos a vivir mejor; Calderón Sol, Presidente","Alianza Republicana Nacionalista (El Salvador); Bustamante, Enrique Borgo; Bustamante, Enrique Borgo; Calderón Sol, Armando",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb6997862k/_2.jpg,Diputada Celina de Monterrosa,"Frente Farabundo Martí para la Liberación Nacional; de Monterrosa, Celina",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb9250444z/_2.jpg,"Iriarte Presidente, 1994-1998","Orlando Iriarte, Marco; Partido Demócrata Cristiano de Honduras",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb95234820/_2.jpg,Garantizamos,"Molina, Eduardo; Partido Conservador Demócrata de Nicaragua; Torres, Hugo",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb7475684p/_2.jpg,Yo voto por mi libertad,Alianza Republicana Nacionalista (El Salvador),between 1984 and 2009
